Wafer Step,Year,Synthetic_Water_per_Wafer,Synthetic_Water_per_Wafer_noisy,Investment_Level,Wafer_Size,Water_Efficiency_Level,Percent_Reclaimed_Water,Percent_Municipal_Water,Reclamation_Tech_Level,Wafer_Intention,Investment_Efficiency,Water_Stress_Index,Composite_Risk_Score,Year_Squared
Doping,28,1.19816e-05,1.18085e-05,325.2743358054585,300,Low,54.178810725909685,45.82118927409032,4,Current,81.31858395136463,13746.356782227096,147.56337753995632,784
Doping,29,1.23411e-05,1.27077e-05,238.82002809250545,300,High,40.41147089919052,59.58852910080948,2,Current,119.41001404625273,17876.558730242843,108.25145250675934,841
Doping,30,1.27113e-05,1.30017e-05,161.47894527552086,300,Medium,71.69706533414771,28.30293466585229,4,Current,40.369736318880214,8490.880399755688,87.30069771045265,900
Doping,31,1.30926e-05,1.31654e-05,210.1877053930677,300,High,50.76598359226713,49.23401640773287,4,Current,52.54692634826692,14770.20492231986,100.50487723490723,961
Doping,32,1.34854e-05,1.3578e-05,391.0307497089661,300,Low,88.53661205159489,11.463387948405114,5,Reduced,78.20614994179321,3439.016384521534,184.47328349906493,1024
Doping,33,1.389e-05,1.45653e-05,56.47706988339014,300,Low,68.45832464071992,31.54167535928008,4,Advanced,14.119267470847536,9462.502607784025,44.32832534557203,1089
Doping,34,1.43067e-05,1.36336e-05,102.23268822811232,300,Low,79.34883381806165,20.65116618193835,4,Current,25.55817205702808,6195.3498545815055,65.89772543666344,1156
Doping,35,1.47359e-05,1.41413e-05,70.70118890978874,200,Medium,37.95148036451091,62.04851963548909,3,Reduced,23.56706296992958,12409.703927097818,40.565919673268766,1225
Doping,36,1.5178e-05,1.46134e-05,68.32796104353656,450,Medium,81.72086893635736,18.27913106364264,5,Current,13.665592208707313,8225.608978639188,53.347445098321835,1296
Doping,37,1.56333e-05,1.61539e-05,434.9572628049533,300,High,85.36543143080365,14.634568569196349,1,Current,434.9572628049533,4390.370570758904,199.89253455122244,1369
Doping,38,1.61023e-05,1.59922e-05,366.64603672101066,300,Medium,59.22371512913615,40.77628487086385,2,Current,183.32301836050533,12232.885461259155,165.0255292271451,1444
Doping,39,1.65854e-05,1.66819e-05,263.37822308929634,300,High,66.37517626505866,33.624823734941344,4,Current,65.84455577232409,10087.447120482404,126.46384211523613,1521
Doping,40,1.70829e-05,1.74752e-05,94.02537229295066,450,Low,75.88858805417973,24.111411945820265,2,Reduced,47.01268614647533,10850.13537561912,60.97672533343419,1600
Doping,41,1.75954e-05,1.70585e-05,271.2271438025746,200,High,40.49031763562475,59.50968236437525,1,Current,271.2271438025746,11901.93647287505,120.93795281171725,1681
Doping,42,1.81233e-05,1.90125e-05,263.0622968512546,300,Medium,60.15396458780654,39.84603541219346,2,Reduced,131.5311484256273,11953.810623658037,123.87110811684379,1764
Doping,43,1.8667e-05,1.94457e-05,127.94084145950684,300,Medium,53.91978166633879,46.080218333661215,1,Advanced,127.94084145950684,13824.065500098364,67.65227108370436,1849
Doping,44,1.9227e-05,1.89168e-05,245.23324215708783,300,High,38.782439529734944,61.217560470265056,3,Advanced,81.74441405236261,18365.268141079516,110.62802872175563,1936
Doping,45,1.98038e-05,1.8817e-05,229.32713047881805,200,Medium,52.05206533749188,47.94793466250812,4,Current,57.33178261970451,9589.586932501623,108.54647179277478,2025
Doping,46,2.03979e-05,2.01775e-05,327.1325441234974,450,Medium,34.09033856312961,65.90966143687038,1,Advanced,327.1325441234974,29659.347646591672,141.38011921833785,2116
Doping,47,2.10098e-05,2.17744e-05,335.7921428904397,450,Low,31.54871441696922,68.45128558303078,2,Advanced,167.89607144521986,30803.078512363852,144.38147148126666,2209
Doping,48,2.16401e-05,2.25911e-05,70.38680439742004,300,Low,38.109977349289366,61.89002265071064,4,Advanced,17.59670109935501,18567.006795213194,40.78771496375482,2304
Doping,49,2.22893e-05,2.14689e-05,218.57567658191203,300,High,87.78690669535044,12.21309330464956,3,Advanced,72.85855886063734,3663.927991394868,114.66634264136995,2401
Doping,50,2.2958e-05,2.31206e-05,331.63696207140634,450,Medium,62.97177215370102,37.02822784629898,4,Advanced,82.90924051785159,16662.702530834544,152.74631647467285,2500
Inspection,1,5.39399e-06,5.2181e-06,276.41131636103944,300,Medium,87.94932966919319,12.05067033080681,1,Reduced,276.41131636103944,3615.201099242043,137.24932544517372,1
Inspection,2,5.55581e-06,5.28139e-06,435.4204285,200,Medium,55.94987269980792,44.05012730019208,3,Advanced,145.1401428,8810.025460038416,191.85313322384036,4
Inspection,3,5.72249e-06,5.76232e-06,346.41213422852525,300,Low,48.70896798511558,51.29103201488442,2,Current,173.20606711426262,15387.309604465327,153.77754408694477,9
Inspection,4,5.89416e-06,5.77503e-06,123.32049218664336,300,Low,60.36851177041464,39.63148822958536,3,Current,41.10683072888112,11889.446468875607,68.33875040578174,16
Inspection,5,6.07099e-06,5.77138e-06,81.75593633019344,300,Medium,56.37070131797461,43.62929868202539,3,Reduced,27.251978776731146,13088.789604607618,50.51358492746976,25
Inspection,6,6.25312e-06,6.55299e-06,339.0886752,300,Medium,36.33988105570464,63.66011894429536,5,Advanced,67.81773504,19098.03568328861,148.0374343938482,36
Inspection,7,6.44071e-06,6.33225e-06,61.930089743729816,450,Low,68.44957888141238,31.55042111858762,3,Reduced,20.64336324790994,14197.68950336443,46.20690956191564,49
Inspection,8,6.63393e-06,6.44923e-06,313.5990115730585,450,Medium,42.96229095057598,57.03770904942402,3,Current,104.53300385768615,25666.969072240812,139.2282919143962,64
Inspection,9,6.83295e-06,6.511e-06,473.1036086412309,300,Low,67.17527729386978,32.82472270613022,4,Current,118.27590216030772,9847.416811839064,210.5940266446533,81
Inspection,10,7.03794e-06,7.30187e-06,308.96338004414554,200,Medium,69.01206554388921,30.987934456110796,2,Current,154.48169002207277,6197.5868912221595,144.88897168082497,100
Inspection,11,7.24908e-06,7.55474e-06,224.6764667929349,450,Low,39.12149118771889,60.87850881228111,4,Reduced,56.16911669823372,27395.32897,102.80703407348963,121
Inspection,12,7.46655e-06,7.81203e-06,339.4796982990589,450,Medium,33.680977626640086,66.31902237335991,4,Advanced,84.86992457476472,29843.56006801196,147.09617260761559,144
Inspection,13,7.69055e-06,7.41742e-06,256.21380072118245,200,Medium,76.84569516410639,23.15430483589361,1,Current,256.21380072118245,4630.860967178722,125.8392288377049,169
Inspection,14,7.92126e-06,7.82038e-06,295.5275551921707,450,Medium,57.588025426159206,42.41197457,4,Current,73.88188879804268,19085.388558228362,136.68742970471607,196
Inspection,15,8.1589e-06,7.83504e-06,473.65916394943633,450,Low,33.48982773032855,66.51017226967144,5,Current,94.73183278988726,29929.57752135215,201.01061389887312,225
Inspection,16,8.40367e-06,8.41361e-06,223.7461870103484,300,Low,89.69197903018602,10.30802096981398,5,Reduced,44.74923740206968,3092.4062909441936,117.90606851319517,256
Inspection,17,8.65578e-06,8.32192e-06,482.5357537207614,300,Medium,33.46683366,66.53316634,1,Advanced,482.5357537207614,19959.9499,203.35435158623918,289
Inspection,18,8.91545e-06,8.78879e-06,457.4077888802287,300,Medium,71.70211373,28.29788626848681,2,Reduced,228.70389444011434,8489.365880546044,205.07374967154544,324
Inspection,19,9.18291e-06,9.54786e-06,138.1060106551834,200,Medium,89.02073551580482,10.979264484195184,2,Advanced,69.05300533,2195.852896839037,82.54862491681482,361
Inspection,20,9.4584e-06,9.50193e-06,81.21258539382445,300,Low,44.350806252955536,55.649193747044464,4,Advanced,20.303146348456114,16694.758124113338,46.99027603341644,400
Inspection,21,9.74215e-06,9.8662e-06,95.35010062,450,Medium,38.53496212123177,61.46503787876823,4,Advanced,23.83752515,27659.267045445704,50.90052888430634,441
Inspection,22,1.00344e-05,9.93176e-06,58.19982154319737,200,High,37.283096365345735,62.716903634654265,4,Advanced,14.549955385799343,12543.380726930853,35.66485752688267,484
Inspection,23,1.03354e-05,1.01178e-05,92.49933234016775,300,Medium,48.196508854055736,51.80349114594426,2,Current,46.24966617008388,15541.047343783277,52.05868559228382,529
Inspection,24,1.06455e-05,1.05425e-05,357.35304803736057,300,Low,36.06274866,63.93725134,3,Advanced,119.1176826791202,19181.17540180836,154.66004381313587,576
Inspection,25,1.09649e-05,1.08129e-05,82.03489180710304,300,Medium,71.52968050164792,28.470319498352083,5,Advanced,16.406978361420606,8541.095849505626,55.77286087333559,625
Inspection,26,1.12938e-05,1.13654e-05,193.5390336321926,450,Low,33.73750788780376,66.26249211219624,3,Reduced,64.51301121073087,29818.12145048831,88.43686581921817,676
Inspection,27,1.16326e-05,1.1324e-05,430.19388993625455,300,Low,60.56532768898738,39.43467231101262,3,Reduced,143.39796331208484,11830.401693303786,191.14715428119803,729
Inspection,28,1.19816e-05,1.15481e-05,60.47237108112164,300,High,89.80181123,10.198188768821396,2,Reduced,30.23618554056082,3059.456630646419,51.72949180180224,784
Inspection,29,1.23411e-05,1.22996e-05,416.5108171650211,300,Low,78.83821617036114,21.161783829638864,3,Reduced,138.83693905500704,6348.535148891659,191.15579171711678,841
Inspection,30,1.27113e-05,1.25066e-05,176.83464864802997,300,Medium,66.91316629386066,33.086833706139345,1,Current,176.83464864802997,9926.050111841803,91.10780934737018,900
Inspection,31,1.30926e-05,1.36628e-05,103.17417242974533,300,Medium,48.37521725,51.62478275,4,Advanced,25.79354310743633,15487.43482584099,56.982234146057145,961
Inspection,32,1.34854e-05,1.32078e-05,363.5317244138678,300,Medium,67.43375017749831,32.56624982250169,1,Advanced,363.5317244138678,9769.874946750506,165.94281481879662,1024
Inspection,33,1.389e-05,1.45563e-05,333.0242810509478,200,Medium,61.62248783,38.37751217,5,Current,66.60485621018957,7675.502433,153.19645877078887,1089
Inspection,34,1.43067e-05,1.44371e-05,444.8624060871738,200,Low,55.565003033422286,44.434996966577714,4,Advanced,111.21560152179345,8886.999393315542,195.81446334489618,1156
Inspection,35,1.47359e-05,1.40852e-05,380.7819697117486,300,Medium,37.84262260441197,62.15737739558803,3,Current,126.92732323724954,18647.21321867641,164.56557466602305,1225
Inspection,36,1.5178e-05,1.51107e-05,411.5664186731819,300,Medium,83.19625291,16.80374709,5,Advanced,82.31328373463637,5041.124125671599,191.08544334360118,1296
Inspection,37,1.56333e-05,1.55102e-05,176.9155576570879,450,Low,56.98707892927935,43.01292107072065,4,Advanced,44.228889414271976,19355.814481824294,89.06234674161897,1369
Inspection,38,1.61023e-05,1.62192e-05,129.84779470087528,300,Medium,41.67735071,58.32264929,3,Current,43.282598233625095,17496.79478722623,65.34232309312388,1444
Inspection,39,1.65854e-05,1.73846e-05,387.7766382383862,300,Low,52.06556105263738,47.93443894736262,1,Current,387.7766382383862,14380.331684208786,171.03032361114572,1521
Inspection,40,1.70829e-05,1.65832e-05,413.0756326702688,300,Low,54.84778515173562,45.15221484826438,4,Current,103.2689081675672,13545.664454479314,182.8845886136282,1600
Inspection,41,1.75954e-05,1.67915e-05,495.7273139,200,Medium,79.65227373401245,20.347726265987543,3,Current,165.24243796676765,4069.5452531975084,223.08660768032493,1681
Inspection,42,1.81233e-05,1.8553e-05,235.6779546101419,300,Low,74.01686283368412,25.983137166315885,1,Advanced,235.6779546101419,7794.941149894766,116.7762407,1764
Inspection,43,1.8667e-05,1.86548e-05,217.40813860675243,200,Medium,76.15829361848039,23.84170638151961,5,Advanced,43.481627721350485,4768.341276303922,111.3107435282451,1849
Inspection,44,1.9227e-05,1.84938e-05,399.3858323338986,450,Medium,30.661875865718837,69.33812413428117,5,Reduced,79.87716646677971,31202.155860426526,170.4528956932751,1936
Inspection,45,1.98038e-05,1.89662e-05,203.3615931,200,High,54.96923989078569,45.03076010921431,5,Current,40.67231862,9006.152021842863,99.33540921,2025
Inspection,46,2.03979e-05,1.94033e-05,468.84079652160415,300,Low,58.88064909811942,41.11935090188058,5,Advanced,93.76815930432083,12335.805270564175,206.70051333807749,2116
Inspection,47,2.10098e-05,2.00447e-05,436.2857383293553,200,Low,31.151536609383403,68.84846339,2,Reduced,218.14286916467765,13769.69267812332,184.45975631455713,2209
Inspection,48,2.16401e-05,2.09335e-05,243.04731231875823,450,Low,45.58879252470206,54.41120747529794,4,Advanced,60.76182807968956,24485.043363884073,112.09556268491392,2304
Inspection,49,2.22893e-05,2.13239e-05,387.8919805061738,300,Medium,75.61738939,24.382610612671897,4,Current,96.97299512654345,7314.783183801569,179.04200901866795,2401
Inspection,50,2.2958e-05,2.37318e-05,389.5442933381071,300,Medium,38.22658234373994,61.77341765626006,2,Advanced,194.77214666905354,18532.02529687802,167.88569203836482,2500
Packaging,1,5.39399e-06,5.2959e-06,96.40574097616968,200,Low,62.11860789,37.88139211,3,Current,32.13524699205656,7576.278423,58.09787875661453,1
Packaging,2,5.55581e-06,5.47607e-06,456.148808,300,High,42.91211232103425,57.08788767896575,3,Current,152.04960266860166,17126.366303689723,196.23315689863227,4
Packaging,3,5.72249e-06,5.88524e-06,277.3635676015357,300,Low,30.72724648,69.27275352136641,5,Advanced,55.47271352030714,20781.826056409922,121.66360098420435,9
Packaging,4,5.89416e-06,5.64392e-06,421.90585974848375,450,Medium,44.472087455972485,55.52791254402752,1,Reduced,421.90585974848375,24987.560644812384,182.40397013618525,16
Packaging,5,6.07099e-06,6.18404e-06,194.0223204637753,300,Medium,88.55242529460322,11.447574705396775,3,Current,64.67410682125843,3434.2724116190325,105.0746557738911,25
Packaging,6,6.25312e-06,5.94633e-06,452.9854528232902,200,High,78.09222671297937,21.907773287020632,1,Advanced,452.9854528232902,4381.554657404126,204.92184914320993,36
Packaging,7,6.44071e-06,6.60114e-06,225.1407554303734,200,Medium,87.57459866,12.425401340738006,4,Advanced,56.28518885759335,2485.080268147601,117.52868176992796,49
Packaging,8,6.63393e-06,6.56926e-06,54.87694316613426,300,High,59.27124263558174,40.72875736441826,1,Advanced,54.87694316613426,12218.627209325477,40.03215005712823,64
Packaging,9,6.83295e-06,7.14216e-06,457.4218893886687,300,Medium,36.584171920650206,63.415828079349794,4,Advanced,114.35547234716718,19024.748423804936,195.14400733166255,81
Packaging,10,7.03794e-06,6.70606e-06,91.07900455,200,High,62.87756933842158,37.12243066157842,2,Current,45.53950227688005,7424.486132315684,55.89487262303051,100
Packaging,11,7.24908e-06,7.23983e-06,193.69113691568668,300,Low,57.26264007359765,42.73735992640235,2,Reduced,96.84556845784334,12821.207977920705,95.25524678835397,121
Packaging,12,7.46655e-06,7.54124e-06,477.5278851728622,300,High,80.66142496437695,19.33857503562305,5,Current,95.50557703457244,5801.572510686916,216.70958155845798,144
Packaging,13,7.69055e-06,7.64074e-06,477.77321612190025,300,Medium,35.88495484705467,64.11504515294533,3,Advanced,159.2577387073001,19234.513545883598,202.77477290287652,169
Packaging,14,7.92126e-06,7.67478e-06,308.0470496554788,300,High,59.29446822130669,40.70553177869331,5,Advanced,61.60940993109576,12211.659533607994,142.50716032858355,196
Packaging,15,8.1589e-06,8.00859e-06,334.32674547640966,300,Medium,39.00291988163906,60.99708011836094,4,Advanced,83.58168636910241,18299.12403550828,146.63157415505557,225
Packaging,16,8.40367e-06,8.7264e-06,251.8004848902439,300,Medium,49.48055561,50.519444386596405,5,Current,50.36009697804878,15155.833315978922,117.06436064011864,256
Packaging,17,8.65578e-06,8.79062e-06,181.94484726412904,200,Medium,74.24142464326798,25.758575356732024,1,Current,181.94484726412904,5151.715071346405,95.35036629863201,289
Packaging,18,8.91545e-06,8.59334e-06,197.89904541646217,200,Medium,58.56108776212599,41.43891223787401,4,Advanced,49.47476135411554,8287.782447574802,97.92794449522268,324
Packaging,19,9.18291e-06,9.20159e-06,352.63330523466726,450,Low,52.553297108746165,47.44670289125384,2,Current,176.31665261733363,21351.016301064228,157.41931122649075,361
Packaging,20,9.4584e-06,9.14829e-06,388.5685382,450,Low,53.66857671420212,46.33142328579788,3,Reduced,129.52284608231867,20849.140478609046,172.42798831304307,400
Packaging,21,9.74215e-06,9.65795e-06,406.2105696766319,300,Low,57.5668061,42.4331939,4,Current,101.55264241915798,12729.95816869224,180.95426970196053,441
Packaging,22,1.00344e-05,1.04449e-05,405.3281642575493,300,Low,77.10099263022342,22.899007369776584,4,Reduced,101.33204106438733,6869.7022109329755,186.46156349208673,484
Packaging,23,1.03354e-05,1.06768e-05,91.04274637191068,300,High,83.52508133641406,16.47491866358594,1,Current,91.04274637191068,4942.475599075781,61.77462294968849,529
Packaging,24,1.06455e-05,1.11708e-05,272.48913711616166,300,Low,87.32008119,12.679918809764304,3,Current,90.82971237205389,3803.975642929291,136.0916792035354,576
Packaging,25,1.09649e-05,1.13685e-05,75.90144200748992,200,High,77.21420318,22.785796824682294,2,Current,37.95072100374496,4557.159364936459,54.12483775559128,625
Packaging,26,1.12938e-05,1.09011e-05,297.287997,200,Medium,48.924413744880766,51.075586255119234,4,Current,74.32199926142025,10215.117251023847,134.79252294173662,676
Packaging,27,1.16326e-05,1.13854e-05,248.68872561801965,300,Low,71.28808236519254,28.711917634807463,4,Advanced,62.17218140450491,8613.575290442239,122.06191495676562,729
Packaging,28,1.19816e-05,1.18494e-05,449.4668822412349,300,Medium,56.25618744332351,43.74381255667649,1,Advanced,449.4668822412349,13123.143767002946,196.96360912949103,784
Packaging,29,1.23411e-05,1.28621e-05,207.91175564843545,200,Medium,45.28023732276307,54.71976267723693,5,Advanced,41.58235112968709,10943.952535447386,98.24877346,841
Packaging,30,1.27113e-05,1.26498e-05,102.68015739242264,300,Medium,80.45229476555537,19.547705234444635,2,Current,51.34007869621132,5864.311570333391,65.80775138663567,900
Packaging,31,1.30926e-05,1.32201e-05,114.34625692377614,300,Medium,32.30558094,67.69441906,3,Advanced,38.115418974592046,20308.32571867815,56.33017705083231,961
Packaging,32,1.34854e-05,1.2893e-05,392.6797842728625,300,Medium,84.10571953,15.894280471874596,4,Reduced,98.16994606821562,4768.284141562379,183.5036295675826,1024
Packaging,33,1.389e-05,1.3464e-05,328.1981284923175,200,Low,57.68864787748405,42.31135212251595,4,Current,82.04953212307937,8462.270425,149.7858457601722,1089
Packaging,34,1.43067e-05,1.36421e-05,95.50520425525562,200,High,68.23208860849682,31.767911391503176,2,Current,47.75260212762781,6353.582278300635,59.27170828,1156
Packaging,35,1.47359e-05,1.44637e-05,87.84806275174884,300,High,69.56123533234697,30.438764667653032,5,Advanced,17.569612550349767,9131.6294,57.50759570040363,1225
Packaging,36,1.5178e-05,1.53116e-05,365.4361092,200,Medium,83.70706444239218,16.29293555760782,4,Reduced,91.35902729,3258.587111521564,172.48656299535924,1296
Packaging,37,1.56333e-05,1.53058e-05,82.74335286388708,300,Low,68.20018093003245,31.799819069967555,2,Reduced,41.37167643194354,9539.945720990267,54.15739542456457,1369
Packaging,38,1.61023e-05,1.67428e-05,419.8370266806603,300,Medium,66.83601509,33.163984914396295,1,Current,419.8370266806603,9949.195474318889,188.28561519794525,1444
Packaging,39,1.65854e-05,1.58228e-05,367.8090022204233,200,Low,33.99912243,66.00087756635861,5,Advanced,73.56180044408465,13200.175513271723,158.82333761826172,1521
Packaging,40,1.70829e-05,1.68377e-05,86.60695129,300,Low,61.104481316712246,38.89551868328776,3,Current,28.868983762951633,11668.655604986328,53.874124910555636,1600
Packaging,41,1.75954e-05,1.81495e-05,88.17697133833636,300,Low,39.010140049022496,60.989859950977504,4,Advanced,22.04424283458409,18296.95798529325,48.173830550041295,1681
Packaging,42,1.81233e-05,1.76711e-05,493.9878103255289,450,Medium,74.24602612328914,25.75397387671086,2,Advanced,246.99390516276446,11589.288244519887,220.46893196719833,1764
Packaging,43,1.8667e-05,1.92047e-05,218.42185809025412,450,High,60.73331524876047,39.26668475123953,1,Current,218.42185809025412,17670.00813805779,105.8887378107298,1849
Packaging,44,1.9227e-05,1.94837e-05,216.7889661801009,300,Medium,70.81366675,29.186333247498798,3,Current,72.26298873,8755.899974,108.85968649779073,1936
Packaging,45,1.98038e-05,1.98589e-05,415.75980526587614,300,Medium,32.50037403614306,67.49962596385694,2,Current,207.87990263293807,20249.88778915708,176.65403431719338,2025
Packaging,46,2.03979e-05,2.08295e-05,476.2618598227364,300,Medium,35.087520962748194,64.91247903725181,2,Reduced,238.1309299113682,19473.743711175543,201.63100021791905,2116
Packaging,47,2.10098e-05,2.19107e-05,493.7004787202919,300,Medium,72.97940328376094,27.02059671623905,3,Current,164.5668262400973,8106.1790148717155,220.27401247324508,2209
Packaging,48,2.16401e-05,2.09555e-05,389.0201833665237,450,Medium,34.325060159920405,65.67493984007959,1,Current,389.0201833665237,29553.722928035815,166.20559139458564,2304
Packaging,49,2.22893e-05,2.231e-05,219.3168134889121,200,High,34.27540366591552,65.72459633408448,1,Advanced,219.3168134889121,13144.919266816896,98.3093465,2401
Packaging,50,2.2958e-05,2.24178e-05,87.57532251440094,200,Low,30.726508514093247,69.27349148590676,5,Reduced,17.515064502880186,13854.698297181352,45.74808155998835,2500
